D:\simulator-windows-64\IMG\center_2023_12_24_12_04_39_262.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_39_262.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_39_262.jpg, 0, 0, 0, 2.197096E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_39_363.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_39_363.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_39_363.jpg, 0, 0, 0, 2.196999E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_39_465.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_39_465.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_39_465.jpg, 0, 0, 0, 2.197305E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_39_565.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_39_565.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_39_565.jpg, 0, 0, 0, 2.197829E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_39_665.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_39_665.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_39_665.jpg, 0, 0, 0, 2.197362E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_39_768.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_39_768.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_39_768.jpg, 0, 0, 0, 2.197319E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_39_868.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_39_868.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_39_868.jpg, 0, 0, 0, 2.197354E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_39_976.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_39_976.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_39_976.jpg, 0, 0, 0, 2.197308E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_40_078.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_40_078.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_40_078.jpg, 0, 0, 0, 2.197886E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_40_185.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_40_185.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_40_185.jpg, 0, 0, 0, 2.216175E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_40_287.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_40_287.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_40_287.jpg, 0, 0, 0, 2.199703E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_40_390.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_40_390.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_40_390.jpg, 0, 0, 0, 2.220123E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_40_491.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_40_491.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_40_491.jpg, 0, 0, 0, 2.20024E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_40_599.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_40_599.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_40_599.jpg, 0, 0, 0, 2.20115E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_40_700.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_40_700.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_40_700.jpg, 0, 0, 0, 2.222707E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_40_802.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_40_802.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_40_802.jpg, 0, 0, 0, 2.202891E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_40_908.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_40_908.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_40_908.jpg, 0, 0, 0, 2.202207E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_41_011.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_41_011.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_41_011.jpg, 0, 0, 0, 2.200944E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_41_112.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_41_112.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_41_112.jpg, 0, 0, 0, 2.199863E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_41_213.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_41_213.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_41_213.jpg, 0, 0, 0, 2.199044E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_41_318.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_41_318.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_41_318.jpg, 0, 0, 0, 2.198262E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_41_419.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_41_419.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_41_419.jpg, 0, 0, 0, 2.197573E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_41_519.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_41_519.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_41_519.jpg, 0, 0, 0, 2.197214E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_41_627.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_41_627.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_41_627.jpg, 0, 0, 0, 2.197036E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_41_728.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_41_728.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_41_728.jpg, 0, 0, 0, 2.197038E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_41_830.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_41_830.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_41_830.jpg, 0, 0, 0, 2.196942E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_41_932.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_41_932.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_41_932.jpg, 0, 0, 0, 2.197249E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_42_032.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_42_032.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_42_032.jpg, 0, 0, 0, 2.197736E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_42_134.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_42_134.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_42_134.jpg, 0, 0, 0, 2.198404E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_42_238.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_42_238.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_42_238.jpg, 0, 0, 0, 2.19923E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_42_345.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_42_345.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_42_345.jpg, 0, 0, 0, 2.200711E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_42_449.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_42_449.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_42_449.jpg, 0, 0, 0, 2.200283E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_42_556.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_42_556.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_42_556.jpg, 0, 0, 0, 2.199935E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_42_660.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_42_660.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_42_660.jpg, 0, 0, 0, 2.200604E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_42_766.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_42_766.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_42_766.jpg, 0, 0, 0, 2.196758E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_42_869.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_42_869.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_42_869.jpg, 0, 0, 0, 2.19845E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_42_969.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_42_969.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_42_969.jpg, 0, 0, 0, 2.195917E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_43_072.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_43_072.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_43_072.jpg, 0, 0, 0, 2.195875E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_43_173.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_43_173.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_43_173.jpg, 0, 0, 0, 2.196226E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_43_277.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_43_277.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_43_277.jpg, 0, 0, 0, 2.19708E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_43_379.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_43_379.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_43_379.jpg, 0, 0, 0, 2.198341E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_43_488.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_43_488.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_43_488.jpg, 0, 0, 0, 2.198163E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_45_460.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_45_460.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_45_460.jpg, 0, 0, 0, 2.230178E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_45_562.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_45_562.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_45_562.jpg, 0, 0, 0, 2.228983E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_45_663.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_45_663.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_45_663.jpg, 0, 0, 0, 2.278047E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_45_764.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_45_764.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_45_764.jpg, 0, 0, 0, 2.235884E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_45_866.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_45_866.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_45_866.jpg, 0, 0, 0, 2.235885E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_45_967.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_45_967.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_45_967.jpg, 0, 0, 0, 2.235233E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_46_069.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_46_069.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_46_069.jpg, 0, 0, 0, 2.230642E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_46_172.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_46_172.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_46_172.jpg, 0, 0, 0, 2.22553E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_46_274.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_46_274.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_46_274.jpg, 0, 0, 0, 2.220901E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_46_375.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_46_375.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_46_375.jpg, 0, 0, 0, 2.21812E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_46_484.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_46_484.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_46_484.jpg, 0, 0, 0, 2.214719E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_46_589.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_46_589.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_46_589.jpg, 0, 0, 0, 2.212323E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_46_690.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_46_690.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_46_690.jpg, 0, 0, 0, 2.210106E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_46_796.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_46_796.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_46_796.jpg, 0, 0, 0, 2.208064E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_46_897.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_46_897.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_46_897.jpg, 0, 0, 0, 2.206605E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_46_997.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_46_997.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_46_997.jpg, 0, 0, 0, 2.204863E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_47_101.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_47_101.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_47_101.jpg, 0, 0, 0, 2.202884E-05
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_47_205.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_47_205.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_47_205.jpg, 0, 0.2014653, 0, 0.1583017
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_47_307.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_47_307.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_47_307.jpg, 0, 0, 0, 0.2495552
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_47_410.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_47_410.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_47_410.jpg, 0, 0, 0, 0.2454596
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_47_513.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_47_513.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_47_513.jpg, 0, 0.1296939, 0, 0.3144445
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_47_618.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_47_618.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_47_618.jpg, 0, 0.4191453, 0, 0.6423919
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_47_724.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_47_724.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_47_724.jpg, 0, 0.7820795, 0, 1.495917
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_47_825.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_47_825.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_47_825.jpg, 0, 1, 0, 2.645996
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_47_929.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_47_929.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_47_929.jpg, 0, 1, 0, 3.816519
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_48_033.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_48_033.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_48_033.jpg, 0, 1, 0, 4.98337
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_48_137.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_48_137.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_48_137.jpg, 0, 1, 0, 6.137993
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_48_241.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_48_241.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_48_241.jpg, 0, 1, 0, 7.50878
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_48_347.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_48_347.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_48_347.jpg, 0, 1, 0, 8.638917
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_48_451.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_48_451.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_48_451.jpg, 0, 1, 0, 9.758027
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_48_557.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_48_557.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_48_557.jpg, 0, 1, 0, 10.86614
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_48_663.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_48_663.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_48_663.jpg, 0, 1, 0, 11.93255
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_48_766.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_48_766.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_48_766.jpg, 0, 1, 0, 13.14308
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_48_870.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_48_870.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_48_870.jpg, 0, 1, 0, 14.16645
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_48_975.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_48_975.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_48_975.jpg, 0, 1, 0, 15.52333
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_49_084.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_49_084.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_49_084.jpg, 0, 1, 0, 16.773
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_49_189.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_49_189.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_49_189.jpg, 0, 1, 0, 17.60142
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_49_290.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_49_290.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_49_290.jpg, 0, 1, 0, 18.81431
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_49_394.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_49_394.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_49_394.jpg, 0, 1, 0, 19.69596
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_49_497.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_49_497.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_49_497.jpg, 0, 1, 0, 20.81113
D:\simulator-windows-64\IMG\center_2023_12_24_12_04_49_602.jpg, D:\simulator-windows-64\IMG\left_2023_12_24_12_04_49_602.jpg, D:\simulator-windows-64\IMG\right_2023_12_24_12_04_49_602.jpg, 0, 1, 0, 21.98928
